NEO-G0,NEO-G0_mv4f_e1_pinout,QFPR64,logo_snk.png
SDRAD3 SLOT,D,BIDIR
SDRAD0,D,BIDIR
SDRAD1,D,BIDIR
SDRAD2,D,BIDIR
SDRAD3,D,BIDIR
SDRAD0 SLOT,D,BIDIR
SDRAD1 SLOT,D,BIDIR
SDRAD2 SLOT,D,BIDIR
SDRAD3 SLOT,D,BIDIR
GND,P
SDRAD4 SLOT,D,BIDIR
SDRAD5 SLOT,D,BIDIR
SDRAD6 SLOT,D,BIDIR
SDRAD7 SLOT,D,BIDIR
SDRAD4,D,BIDIR
SDRAD5,D,BIDIR
SDRAD6,D,BIDIR
SDRAD7,D,BIDIR
NC
NC
SDRAD4 SLOT,D,BIDIR
SDRAD5 SLOT,D,BIDIR
SDRAD6 SLOT,D,BIDIR
SDRAD7 SLOT,D,BIDIR
GND,P
VCC,P
SDPAD0 SLOT,D,BIDIR
SDPAD1 SLOT,D,BIDIR
SDPAD2 SLOT,D,BIDIR
SDPAD3 SLOT,D,BIDIR
SDPAD0,D,BIDIR
SDPAD1,D,BIDIR
SDPAD2,D,BIDIR
SDPAD3,D,BIDIR
SDPAD0 SLOT,D,BIDIR
SDPAD1 SLOT,D,BIDIR
SDPAD2 SLOT,D,BIDIR
SDPAD3 SLOT,D,BIDIR
?,C,IN
?,C,IN
?,C,OUT
GND,P
SDPAD4 SLOT,D,BIDIR
SDPAD5 SLOT,D,BIDIR
SDPAD6 SLOT,D,BIDIR
SDPAD7 SLOT,D,BIDIR
SDPAD4,D,BIDIR
SDPAD5,D,BIDIR
SDPAD6,D,BIDIR
SDPAD7,D,BIDIR
?,C,IN
?,C,IN
SDPAD4 SLOT,D,BIDIR
SDPAD5 SLOT,D,BIDIR
SDPAD6 SLOT,D,BIDIR
SDPAD7 SLOT,D,BIDIR
GND,P
VCC,P
?,C,OUT
GND,P
GND,P
SDRAD0 SLOT,D,BIDIR
SDRAD1 SLOT,D,BIDIR
SDRAD2 SLOT,D,BIDIR
